3346,49,1972-03-0609:19:21
4804,17,1993-02-1305:45:26
4705,34,1988-07-1302:21:57
2681,31,1977-06-0423:33:07
3592,33,2012-08-2210:10:10
1226,1,1984-11-1720:24:01
4790,28,2018-08-2220:36:11
2475,42,1971-05-0505:55:57
2454,28,1978-09-0509:35:42
297,14,2009-06-0700:51:58
394,31,1992-05-0100:20:04
792,35,1972-01-1914:34:51
2591,29,1998-03-0612:29:50
1810,30,1976-05-1616:22:53
602,15,2017-02-0406:41:54
1597,49,1992-11-1710:26:21
1207,22,1971-09-1723:27:44
1355,25,2006-02-0310:41:48
3111,44,1996-07-2500:38:02
4360,7,1975-03-2918:35:06
386,33,1982-05-1417:30:08
4836,2,1998-03-1500:52:18
2407,6,1972-02-1802:53:19
906,49,2005-11-1007:00:09
1830,19,1990-06-0603:44:58
4868,25,1986-02-0823:10:41
238,46,2011-03-0300:07:12
1081,47,1983-06-1714:24:44
712,4,2006-05-2812:14:12
3778,13,1978-10-2813:46:02
3882,29,2004-11-3020:11:41
1046,47,2011-02-0213:13:49
3016,12,2013-05-0703:54:18
1636,0,2007-11-1822:41:13
2803,5,1988-06-1714:59:30
1783,9,2012-04-1505:14:01
3746,21,2005-06-1115:01:47
962,29,1990-08-0608:11:20
4376,46,2017-03-2603:56:34
2899,1,1998-06-1806:57:45
1379,10,2008-08-0916:28:23
3723,38,2011-11-2414:31:19
4561,44,1977-02-0117:41:00
3006,14,1980-03-0109:15:17
1337,15,1977-07-2406:05:19
4956,32,2014-01-0408:03:45
3998,2,2002-11-2801:18:19
2689,41,1999-07-0617:24:29
2651,20,1975-09-2704:03:59
1584,8,2005-09-2703:36:12
1455,15,1995-08-2602:12:20
295,20,2003-07-1617:49:59
2978,20,2009-01-0509:30:39
2231,35,2001-07-2319:38:06
3673,8,1994-04-0717:59:56
1171,50,1996-09-2506:19:52
1488,27,2012-06-1710:29:00
4268,23,2002-08-1514:58:21
3817,50,1975-05-2000:55:22
1003,8,1996-01-2706:42:09
4541,46,1989-05-0915:57:33
3881,9,1998-02-2609:55:56
4918,42,2017-06-2207:06:41
253,37,1992-12-2107:24:43
3723,10,2007-08-2314:57:59
4742,35,2002-08-0906:55:10
2736,33,2006-01-1704:18:28
3134,4,1970-10-0413:33:37
2508,18,1974-05-2609:40:48
1299,12,1981-06-0213:31:36
1507,40,1986-08-2407:53:05
2447,34,2010-05-1316:04:24
867,32,2008-01-2521:03:44
720,8,2007-03-2407:37:49
4479,7,1978-10-2319:55:15
1443,1,2009-04-1308:12:24
4694,7,1974-10-0113:30:48
1251,11,2014-12-2500:49:08
2876,7,1987-10-1016:03:32
4155,6,1985-05-0405:22:11
3439,23,2000-01-2205:55:43
1041,45,1981-10-0311:48:11
1439,48,1979-10-0806:21:57
116,0,2011-08-1807:32:52
2079,21,1980-10-0116:28:19
924,16,1979-05-0612:32:27
3741,0,2006-02-2222:35:18
4227,26,1982-02-1812:43:30
4771,15,2011-06-0101:29:54
3884,37,2003-09-0815:55:00
3472,40,1995-05-0708:57:48
984,21,1973-01-1217:52:32
4659,36,1999-11-2415:19:18
2900,19,2001-08-2217:45:21
2231,28,1995-10-2806:45:24
4320,44,1980-08-0616:14:23
4922,28,1983-01-2714:15:52
3981,40,1971-04-1814:50:21
235,44,1989-01-1405:04:22
2738,8,1984-03-2606:38:16
2378,47,1988-08-2901:17:35
1328,7,2014-06-0304:09:17
217,25,1988-02-2720:18:20
3979,34,1977-05-2617:09:25
1277,11,1977-06-0614:07:58
999,49,2011-07-0612:31:50
486,35,1976-12-1119:28:39
136,24,2019-03-0819:30:22
1856,9,1981-04-1403:23:25
3071,44,2000-10-2807:47:49
1589,3,2012-10-2500:57:55
2439,10,1978-12-1223:53:38
4079,31,2013-07-1207:44:06
3420,18,2014-01-0906:32:17
4571,36,1980-01-1700:29:09
112,4,2012-07-2809:46:39
4252,33,2000-07-2802:29:35
1891,24,1982-06-2716:48:01
1532,11,1997-10-1622:03:21
1157,27,1986-01-1323:43:33
3277,36,1993-07-0809:03:27
4997,17,1993-08-0305:35:19
3364,8,1973-10-1920:19:10
2682,15,1991-02-2719:28:32
3257,10,2013-12-2110:06:26
4142,17,2015-11-0111:05:19
3526,12,1986-07-1503:13:09
4475,18,1978-10-0815:59:14
3862,34,2018-03-0516:11:34
4987,49,2018-08-0121:11:23
1918,49,2006-01-0205:56:56
2881,18,1998-07-0923:47:50
318,37,2015-08-0501:47:52
1950,18,1990-03-2720:39:18
3956,7,1976-06-0120:39:40
2854,19,1995-06-0420:47:35
3074,48,1980-04-0300:57:37
3473,46,2017-12-2514:12:16
928,34,1993-11-2607:13:09
4816,28,2006-03-1508:28:08
1023,17,2001-07-0814:58:03
451,43,1984-04-2418:48:54
3880,1,2016-08-1719:33:23
1808,26,2011-02-0206:56:22
2787,47,2018-08-0416:08:35
1648,4,2013-01-2410:59:56
2227,2,2017-09-0823:45:03
4884,48,1979-12-2710:11:00
677,48,1970-05-2010:29:06
760,36,1970-02-2605:24:44
2784,25,2002-11-0617:45:54
2044,34,1991-10-1410:48:25
2945,40,1982-03-0707:50:33
3048,10,1982-03-0809:49:03
1219,7,1980-07-1219:07:21
2230,50,2001-10-2923:24:15
2637,40,1979-02-0520:33:36
3815,13,2005-12-0123:06:12
1042,5,2012-02-1209:56:55
3310,13,1975-12-3005:22:51
755,20,1975-07-2906:22:09
4075,6,1992-11-2714:46:00
1612,12,1972-07-0901:48:25
4800,41,2017-06-1622:03:37
1531,12,1975-02-1401:16:56
1559,38,1978-04-0604:51:37
2241,23,2009-10-2000:38:36
3485,28,1992-03-0604:10:16
3614,2,1973-05-2109:23:20
990,42,1999-07-2718:32:54
3208,46,1990-07-2217:10:13
3318,21,1975-03-1307:11:19
4854,34,2011-07-1010:04:14
4417,36,1988-10-1509:34:11
399,39,2011-11-2622:24:10
4107,7,1981-11-1111:29:28
3783,1,1976-11-1314:05:28
515,4,2005-04-2419:21:55
3919,46,1997-02-2010:23:19
2370,21,2000-06-0510:12:09
4185,8,1974-06-0220:48:02
2274,21,1994-01-0700:34:03
2187,50,1988-02-2102:50:52
3390,13,1997-05-2810:17:41
3350,1,1997-10-2704:53:16
4454,13,1996-02-1003:16:51
409,20,2010-03-2104:13:49
432,5,1994-05-2918:10:51
3635,3,1994-11-1317:31:40
1659,24,1991-10-3106:34:42
2173,23,1992-02-0115:27:37
991,42,1984-05-1702:32:12
261,5,1997-11-0416:52:04
986,4,2005-06-1121:31:53
4270,22,2016-03-0913:50:56
1793,41,1981-07-0713:47:07
3653,26,1989-06-1504:48:44
3670,32,2012-11-1317:00:18
3020,50,2000-09-0502:30:24
3193,43,2003-06-1319:44:13
3856,21,1984-10-2721:29:47
2066,41,2015-01-0809:24:18
3576,35,2006-04-2514:03:23
2091,18,1983-10-1504:10:32
437,28,2003-11-2109:28:50
2681,1,1993-01-0404:34:39
4124,45,1971-11-0703:14:37
3039,45,1998-03-2018:49:28
4307,43,1973-10-2522:06:28
3962,36,2014-04-2417:12:11
4571,11,1977-08-0803:24:17
3242,8,1996-04-2102:10:46
618,28,1979-01-0718:04:11
4553,20,2016-03-1604:06:01
2096,50,1990-01-0314:13:37
4573,41,1983-03-1207:55:08
1270,38,1999-06-1809:48:48
2063,22,1976-02-2120:38:58
2821,4,1983-12-0502:37:43
3450,29,1973-03-2917:30:36
235,7,1972-03-2904:20:59
4779,30,1989-01-0517:53:50
1306,30,1997-03-3120:12:50
4515,48,1973-05-0219:16:09
4115,9,2015-05-1515:33:20
4482,24,1985-09-1522:37:35
2260,36,1992-01-2608:32:55
1401,27,2004-02-2822:38:19
2199,19,1989-11-1615:30:33
4876,38,2008-01-2007:26:54
2187,17,2014-05-2522:33:15
2485,10,1973-08-0500:18:47
1876,11,1981-07-2014:18:34
4468,37,2002-04-1406:29:53
4560,9,2003-04-2423:15:01
4521,28,2014-03-3008:22:14
4787,13,1973-09-0904:58:05
467,26,2002-04-2116:13:17
3233,6,1987-08-3007:55:53
3101,35,2011-06-2017:20:47
4645,30,1976-10-1120:13:39
4329,26,1985-10-2202:57:14
4449,40,1995-05-1007:03:11
2010,25,1987-03-1120:21:52
3762,50,1975-02-1001:24:26
3260,42,2002-12-2323:17:12
2541,4,2017-03-0517:40:09
1337,29,1980-04-0304:08:45
4159,45,1991-11-2606:42:01
4306,29,2006-02-1901:52:30
4283,0,1998-04-2912:51:11
3297,48,1987-02-2806:43:12
4730,26,1986-07-0620:16:46
3421,37,2013-01-1416:26:10
930,22,2017-08-0410:02:42
2162,19,1989-05-0813:03:56
473,43,1984-01-2604:10:50
633,14,1999-11-2602:14:50
1405,30,1971-08-3100:17:00
1386,46,2006-07-0913:25:27
4009,33,1995-05-2120:02:05
225,17,2013-09-1509:25:37
2751,47,1990-05-2112:54:57
683,40,1995-03-2304:25:56
1482,44,1973-09-0705:15:22
1775,9,2012-11-2302:52:13
3229,8,1984-11-0720:41:55
1446,27,1993-08-1608:06:17
4036,49,1992-06-1722:03:03
389,42,1976-06-0719:40:13
3435,15,2001-07-1715:09:13
4805,35,2002-11-1504:10:32
3955,8,2009-05-2802:54:40
3290,13,1993-09-2911:26:47
4357,50,2018-06-0410:41:24
4239,45,1980-08-3115:14:18
3230,41,1998-12-2012:49:12
3757,4,1981-09-2209:19:24
1881,16,2008-11-2622:18:32
1129,24,2008-09-0414:47:56
1748,5,1980-12-1523:14:19
3264,3,2007-07-1007:12:52
2822,4,1980-01-1000:59:13
3949,48,1984-03-1908:56:03
3165,33,1970-02-1315:52:28
1761,36,1998-03-2405:41:17
819,12,2016-06-1322:50:50
4239,6,1993-08-2915:43:50
3868,29,2013-01-3022:57:24
618,35,2014-11-0119:52:37
3703,42,2016-05-2404:50:48
4774,27,2013-10-2509:40:23
1645,18,1984-09-2914:07:25
2650,41,1982-11-1803:54:49
2590,35,2012-04-0623:28:51
645,13,1980-01-1402:19:45
2689,41,1980-10-0517:06:10
2585,8,1985-09-0922:55:23
347,15,1999-12-0100:32:03
3448,12,1978-02-2019:06:34
3982,15,1972-03-1017:13:08
660,11,1998-06-2021:04:51
4144,49,1981-10-0403:08:39
1948,45,2000-06-2516:37:01
875,47,1972-10-1107:00:58
501,11,1982-08-2100:27:12
4475,4,1995-11-2814:30:41
1879,19,1992-01-2920:29:41
518,44,2001-12-0606:54:40
2031,36,1981-05-0615:43:45
2989,40,1991-04-2104:22:47
3833,5,2015-09-2823:46:53
3370,16,1992-12-2513:48:41
156,40,1972-04-2807:35:50
2997,4,2012-04-2205:34:23
435,7,1992-06-1219:04:20
2495,21,2016-04-2115:59:07
3821,11,1980-04-2218:20:22
325,2,1977-10-2521:33:37
4438,17,2014-04-2111:12:17
3419,40,2003-09-1102:04:55
2276,5,1994-08-0503:41:51
1630,24,1995-10-3005:00:28
2912,30,1981-01-1716:16:00
3433,33,2002-10-0105:49:06
3410,43,2000-01-0513:02:03
4249,10,2000-08-1421:20:22
4948,24,2010-05-1310:34:51
2808,30,1990-11-2507:46:32
4863,2,2014-03-2303:12:57
497,10,1995-02-1604:25:54
2123,5,1970-05-3113:24:16
1274,42,2014-11-2611:08:41
1829,5,1978-10-0216:53:24
2038,27,1998-07-2802:55:58
1392,21,1985-08-1400:17:12
4578,23,2008-07-2613:05:43
308,25,1979-08-2406:21:13
1870,50,2005-04-2503:27:35
2063,17,1993-08-1403:31:14
2485,44,1993-04-2501:14:40
1989,49,2006-08-1010:42:59
4186,7,1995-09-0705:48:13
3406,16,2009-06-1309:08:27
4001,48,1989-08-2302:58:34
601,3,2017-01-2813:53:32
851,12,2003-12-1304:13:12
4982,9,1974-08-0811:26:45
1998,29,2001-05-0818:14:47
562,39,2007-08-2003:20:39
1143,12,2009-07-1900:20:01
1244,11,1984-09-2406:41:38
2167,21,1986-12-0119:10:10
1591,15,1975-05-0416:21:01
2910,22,2013-04-1508:36:35
1545,30,1980-09-3012:06:55
3838,21,2011-02-1418:40:04
1221,26,1975-02-2309:05:15
1084,19,2006-05-1018:33:38
1446,13,1989-03-0403:18:12
1117,32,2016-12-1022:21:57
1978,31,1980-06-0120:16:12
1800,19,1975-03-0703:55:23
3850,23,1987-07-2213:25:41
3648,50,1979-07-0709:34:52
4944,36,2005-10-1416:57:29
1278,15,1993-05-1409:22:45
1314,19,2003-08-0510:46:42
3077,38,1976-01-1320:13:05
2839,12,1991-03-2810:04:02
1911,25,1982-08-0717:42:00
1400,24,2005-02-2820:28:26
1981,3,1982-08-1622:04:56
904,44,1986-07-2709:01:18
1569,6,1974-09-3012:17:58
740,29,1990-01-0605:05:40
2510,45,1983-02-2007:35:48
402,14,1984-03-0705:38:21
555,14,1989-02-0604:34:46
3178,40,1982-10-0800:16:14
482,10,1986-10-2412:33:10
3438,41,1994-08-1413:08:16
2875,39,1975-04-2812:16:05
897,27,2006-03-0622:05:00
3140,41,1988-01-0921:23:49
673,15,1970-01-2308:57:24
3668,33,1986-02-0204:57:41
3343,12,1998-01-1003:20:48
1410,24,1984-09-1323:45:05
4687,5,2012-09-1819:31:38
1295,0,2009-09-2506:28:53
3246,40,2009-08-0403:10:31
4499,3,1979-09-1220:49:52
2280,5,2014-12-0813:57:08
3293,31,1987-10-2805:22:34
54,27,1979-10-0109:28:29
1956,19,1978-03-0310:32:15
1432,44,1975-11-0702:28:25
2491,2,1993-04-2010:05:28
2839,24,1989-10-1404:42:39
318,12,2006-01-0911:53:35
4702,26,2013-09-2809:20:01
580,3,1991-08-0304:11:03
3628,36,2002-06-0408:16:22
3543,25,1973-09-0316:40:34
4863,50,1970-11-2822:27:30
4025,12,2003-08-0406:04:51
2025,0,1977-01-0103:09:06
248,25,1974-08-1109:44:50
2963,1,1970-12-2523:27:24
4024,6,1989-11-2808:23:29
2139,19,2006-11-3008:55:36
3418,29,2002-12-1218:24:26
1227,9,1978-02-2619:28:35
139,22,2007-01-2613:36:06
761,5,1987-11-0500:28:45
4531,30,1991-02-0504:45:03
3136,46,1995-09-2305:27:42
3455,38,2015-06-1900:06:28
4891,27,1996-12-3123:56:14
4518,36,1972-05-0116:24:09
539,12,2019-04-1308:00:35
2293,48,2003-02-0915:57:36
4111,37,2000-09-0400:08:32
1092,36,1994-10-0503:27:39
4873,14,1979-10-0305:55:59
468,6,1978-01-0115:14:48
244,2,1983-09-0404:27:31
2627,30,2018-06-2913:41:19
2508,28,2010-02-2501:54:35
4572,28,1992-04-1013:20:23
4676,38,1975-07-1910:04:39
3141,22,1986-09-2004:22:56
2385,20,1980-04-0402:51:15
329,13,1986-02-2418:33:53
4470,50,2014-09-0721:12:38
1972,21,2008-10-1819:56:36
89,42,1971-10-2320:56:27
3392,26,1985-05-2719:35:10
2997,28,2013-08-0610:01:57
3506,41,1993-04-1206:51:57
3262,16,1998-07-1122:33:14
377,49,1974-09-2612:31:02
388,22,2006-04-1914:55:48
4574,8,1999-01-1212:20:03
523,6,1981-05-0406:18:36
204,33,1971-05-1318:55:43
4697,8,2015-11-1302:41:04
485,41,2009-01-1503:46:42
4588,35,2008-09-0418:14:39
2493,0,2008-03-0209:50:34
1616,30,1985-09-2504:28:45
3708,6,1974-09-3001:22:07
3824,48,1972-08-2604:04:34
4239,48,2017-09-2411:55:16
3996,40,1971-08-2422:14:01
780,27,1989-06-1810:41:37
4481,10,1982-09-2520:45:19
3262,47,1996-12-1015:57:49
830,17,1996-06-1206:09:57
4164,23,1978-06-1700:09:51
263,49,1982-07-0122:31:32
3639,23,2011-11-0606:46:54
4765,26,1993-10-1702:35:46
3260,29,1970-07-0305:57:31
43,13,1972-07-1400:23:59
643,32,1970-07-2302:29:43
4330,46,1989-12-1310:26:59
1264,20,2017-07-1119:15:01
4374,39,1972-08-0713:38:08
3863,0,1980-10-0801:19:34
3347,4,2006-01-1500:08:35
4675,19,1982-01-2519:20:02
3326,19,1980-09-1207:55:23
1970,5,1984-09-2706:06:55
488,6,1977-09-0117:13:57
237,34,1982-11-1414:37:25
2039,0,1977-05-0516:22:20
1454,3,1972-02-1013:23:23
2764,38,2008-06-1904:44:50
119,9,1985-03-1512:22:06
372,6,1989-05-0112:16:44
1240,13,1989-07-2108:11:28
617,34,2010-09-2023:56:19
827,8,2003-06-0222:22:00
1536,8,1984-07-2423:04:37
4544,2,1986-12-1312:47:42
35,31,1971-07-1109:37:55
3038,39,2009-07-2412:27:34
2173,1,1985-03-2608:16:29
4846,34,1990-06-2322:54:32
3811,18,2006-07-0818:13:33
232,26,1987-05-0401:58:30
79,21,1988-07-2106:25:06
4365,26,1979-11-0616:06:48
3477,7,2014-11-0203:43:44
3931,42,2015-12-1905:39:40
1750,37,1987-11-0309:31:11
860,20,2008-01-1012:57:12
3360,17,2010-02-1609:32:11
1608,0,2004-07-1806:49:06
2104,27,1990-06-1712:59:21
3880,22,1973-11-2313:28:28
1033,7,1971-12-1013:08:58
4442,48,1973-06-1413:17:29
1422,11,1985-03-0313:44:31
4208,43,2013-08-3107:37:19
954,34,1992-02-0612:53:56
87,35,1982-03-0119:21:28
3664,14,2008-12-2917:48:50
3069,14,1986-06-2210:36:41
4292,41,1988-06-1518:24:27
774,18,2014-01-1301:34:01
2466,24,1973-06-3012:27:53
1615,0,1985-11-1722:28:33
2785,5,2015-11-0211:27:04
1664,47,1981-01-0208:00:02
868,28,2012-02-2822:28:16
3757,26,2012-09-2715:17:43
889,19,2017-02-2818:05:55
1135,13,2017-05-0710:18:51
3276,34,2019-02-1317:15:07
260,8,1991-04-3019:41:57
2432,45,2009-10-0812:38:24
3217,48,1971-06-2917:59:32
480,14,1976-04-0117:27:53
996,36,2016-09-2017:45:08
1053,1,2007-04-1012:27:41
1368,19,2008-01-0820:54:32
393,31,2017-07-2520:37:32
2678,34,1996-06-2401:18:34
4105,42,1985-08-2721:01:51
1086,7,1987-08-1108:19:56
3575,48,1993-11-1015:03:58
4076,11,2016-02-2002:15:10
4121,30,1990-12-2900:39:54
1419,39,1995-07-1711:08:41
2138,17,1993-08-2818:03:18
4855,45,1991-02-1221:10:02
2450,6,1991-07-1403:30:12
4856,44,1998-03-2213:10:40
3433,2,2016-01-0100:22:22
2288,36,1982-11-1604:47:28
3132,27,1991-09-1908:45:16
362,35,1989-12-1622:32:35
161,44,1991-04-1815:33:24
1291,24,1980-07-0902:02:44
1946,46,2004-01-2122:32:39
2971,15,1972-04-2119:10:12
2455,36,2013-08-1003:11:42
561,9,1973-03-2113:36:46
4087,25,2003-01-0809:23:38
796,33,1999-02-1620:23:11
4915,33,2005-09-1818:24:33
1248,36,2011-10-2107:24:30
3280,43,1985-06-0701:35:54
2739,9,2000-11-2201:01:23
4039,8,1993-04-0501:15:12
4279,44,2014-04-0603:48:30
2869,4,2017-06-2014:41:36
2001,33,1987-03-2103:30:33
3229,2,1988-10-1819:25:12
4181,50,1979-06-2112:47:11
3562,18,2006-04-2602:28:26
255,17,2007-04-2707:54:11
3371,6,1981-07-1322:55:20
2655,16,1974-12-1623:19:21
2132,5,1989-06-2315:35:19
481,44,1988-01-1723:37:50
4706,46,1982-08-0405:53:51
2124,26,2006-07-1403:40:49
1699,19,2009-07-1212:51:42
2655,7,2013-11-1714:30:00
4309,13,1994-08-1617:07:35
455,19,2001-08-3012:38:32
1909,49,2005-09-0311:26:39
2782,31,1991-02-1512:25:04
2049,41,2017-02-2823:55:12
2097,23,2013-07-1907:45:47
4410,20,1977-02-2416:24:42
112,47,1992-06-0802:06:30
2190,26,2005-09-1001:38:55
4028,16,1982-10-2312:46:03
4397,19,1981-01-1501:02:33
2244,10,2018-12-2412:58:12
4641,20,2015-03-2004:18:27
4181,8,2005-01-0509:26:14
2551,25,1994-02-1407:54:06
4279,9,2018-09-0323:50:54
4498,17,2017-10-0905:45:39
1497,29,1992-12-0508:04:23
2622,35,1971-07-2720:07:35
91,27,1992-11-0508:47:49
1620,34,1970-10-0123:26:19
436,49,1997-12-2221:16:59
4900,9,1978-10-1623:51:16
647,39,2015-12-2719:25:25
4829,20,1980-04-1610:17:47
923,48,1986-10-0123:58:36
737,31,1978-08-2911:37:11
167,34,1993-03-1916:34:31
4051,27,2016-08-2523:44:13
984,45,1999-01-0302:56:50
4065,49,1979-03-1822:20:19
1199,32,1996-03-2911:09:02
2727,42,1973-01-2416:08:24
2917,0,2016-05-2623:52:37
2846,18,1985-06-0314:05:28
246,14,2002-07-2918:16:39
1390,15,1997-02-2623:43:03
161,10,2006-04-1918:37:05
2226,35,2009-09-1315:36:40
3630,36,2009-09-1108:38:11
2601,22,1996-05-1822:44:03
3427,0,2016-12-1708:23:15
896,26,1975-07-2407:47:42
3982,48,1999-11-2615:30:05
4659,38,2018-12-1319:32:18
3052,49,2013-10-2419:27:37
1502,23,2018-07-2822:17:03
1246,31,2003-04-2500:49:28
4575,5,2014-05-2514:49:18
847,6,1977-07-0500:28:11
206,27,2013-01-3115:10:45
1118,20,2012-10-0514:04:50
3288,42,2001-10-0705:33:54
541,49,1998-06-1116:56:18
1603,31,1976-09-1805:15:46
3385,12,1992-04-0314:23:16
1044,35,2004-08-2215:19:47
2615,26,1974-11-2408:51:47
368,37,2005-11-2209:54:04
2999,50,2012-10-0915:15:53
4510,16,1977-04-0707:07:17
1032,26,1996-01-2610:01:40
692,26,1986-11-0316:06:46
844,47,1983-01-2808:00:18
3390,47,2019-05-0912:14:27
3906,16,2011-04-0215:13:34
2758,27,1982-07-2009:25:53
4676,32,1987-03-2503:52:52
707,12,2018-01-1309:30:18
4104,10,1972-01-0316:40:13
528,20,1982-11-1323:03:29
372,47,1975-03-1404:12:47
4030,41,1995-08-1114:18:45
3110,4,2012-03-0813:45:08
4540,2,1976-08-2304:27:24
674,12,2013-10-1202:24:46
4591,5,2004-08-0821:00:14
455,21,1985-12-1906:16:14
914,11,1988-10-0204:59:08
4849,26,1983-12-0511:41:04
923,47,1984-12-1718:51:27
1589,15,1987-01-0222:37:23
3762,43,1993-12-1511:08:09
1261,23,1986-04-2403:40:04
118,9,1999-06-1506:31:06
2705,2,2010-06-0507:46:19
1507,32,1986-09-1312:35:31
2211,35,1975-08-2801:04:53
3594,39,2016-05-2016:40:16
2196,20,1974-09-1719:58:05
3558,0,2013-06-0223:57:00
1065,19,1972-01-2212:35:20
1237,37,2001-02-2308:39:33
4426,43,2010-11-1912:12:11
4923,9,1985-03-0905:36:43
2811,23,1976-10-0409:08:28
3664,1,2004-08-1110:22:54
606,25,1993-05-1706:09:18
521,8,1994-03-2410:05:36
1526,15,1974-01-2107:59:55
1725,34,1985-06-2505:33:02
1345,9,1980-02-0509:13:42
1879,12,1980-01-2605:07:16
1387,42,2011-09-2101:19:00
2098,35,2017-02-0801:18:29
3840,18,2012-01-0212:14:48
1255,28,1993-03-0809:24:39
1543,17,2015-10-1602:46:29
627,36,1983-04-1100:44:10
797,0,2013-10-0513:21:17
2135,16,2016-01-0711:13:17
901,34,1982-05-0502:51:30
1265,20,2018-11-2207:15:15
2463,35,2005-01-0117:19:40
1806,12,1979-12-3020:27:36
34,8,2010-06-1313:41:33
981,39,1982-10-2605:00:41
3492,1,1990-05-0916:26:39
3748,27,1971-05-1111:26:49
4057,10,1994-07-3006:43:05
3946,2,1998-08-2319:05:42
4083,47,1997-12-2011:15:52
4100,2,1983-04-1613:34:43
578,43,2014-05-0518:54:56
4122,19,1994-07-0518:16:31
3731,19,1979-09-2314:20:46
920,16,2007-09-1813:30:55
2688,38,2005-11-2200:13:31
3078,5,2014-10-2112:20:57
2860,8,1979-12-1210:28:42
4223,36,1996-06-0707:26:12
4396,1,2019-04-1112:49:38
3506,44,1975-09-2322:09:51
3379,46,1994-12-1806:46:16
89,31,2003-12-3116:09:19
1091,33,2017-12-0803:57:10
2424,40,1997-11-1701:32:27
3798,21,1983-10-2409:39:07
4825,10,1986-03-2704:40:40
4689,36,2015-09-1611:16:51
2308,7,2004-12-2115:29:33
3314,24,1994-09-0516:17:45
2692,35,2019-01-1904:10:07
994,4,1997-12-1119:39:56
2460,2,2011-09-1415:10:06
4109,19,2007-05-0423:46:09
438,3,1972-08-2316:20:12
4265,31,2010-04-1105:40:58
2924,40,2019-04-1623:39:35
261,14,1993-01-1100:01:05
4197,29,1998-06-1718:53:23
2457,19,1996-05-0604:11:04
884,45,1995-08-0302:20:52
4250,47,2004-07-0512:13:39
733,45,2004-10-0320:44:10
4031,17,1972-03-2004:01:06
1511,40,1978-06-1011:00:41
2825,20,1987-06-2611:09:46
1272,37,1980-04-1819:33:43
2714,25,1983-12-0906:21:48
131,22,1980-07-1901:23:08
329,9,2017-01-2800:59:55
1525,49,1995-08-1720:32:25
2587,10,2006-02-0911:11:13
2376,10,2007-06-1912:09:47
1011,23,1978-10-1621:46:24
2271,50,2017-03-1805:25:57
2434,17,1994-06-2312:28:08
3619,5,2018-11-0420:34:16
4124,40,1984-09-0301:51:20
351,15,2009-09-3017:08:20
2693,24,1993-03-1400:21:31
1066,36,1975-08-1202:05:58
2312,20,2019-02-1608:43:24
4026,24,1985-04-2114:31:37
645,26,1986-06-2610:19:37
4252,6,1987-09-2602:12:25
1725,35,2016-05-2007:53:28
4841,28,1982-12-0405:41:48
3394,6,2001-08-1904:52:25
4502,30,1987-06-2921:29:55
1178,43,2003-10-2716:07:42
4307,40,1999-09-1807:16:54
802,14,1994-02-1712:58:32
2919,24,2003-10-1017:55:45
2297,0,2002-11-0317:21:29
2312,22,1986-03-1701:40:20
3819,2,1984-12-3109:21:23
3190,35,2016-11-0609:24:18
4379,27,2003-01-1922:30:42
4640,22,1971-04-1607:11:16
3580,7,2003-12-0220:25:32
2591,7,1979-03-2109:52:47
3122,20,2018-03-0501:26:15
2903,45,1993-04-2913:53:48
2403,37,1994-02-1015:40:23
4770,31,1998-11-1111:02:10
105,39,1989-11-0216:26:45
4390,37,2011-10-1404:54:51
2804,9,1972-08-2900:38:38
1834,33,1985-08-1618:52:11
3372,48,1978-09-2810:12:53
2166,12,1985-02-2004:06:16
3017,0,2010-05-2305:30:58
1556,41,1980-03-2921:46:45
3427,39,1976-02-0403:13:42
454,44,1986-10-0221:20:53
1004,5,1983-03-1814:21:42
884,16,1989-11-2604:53:00
4664,37,1978-06-2512:23:47
90,37,1997-05-3104:33:05
4302,0,1986-03-2120:39:49
3976,10,1978-12-1614:32:26
193,11,1993-12-0922:16:55
1532,4,2018-03-0918:24:41
814,23,1977-10-1021:20:33
1783,42,1992-03-3105:18:31
1216,23,1976-01-1923:32:42
372,3,1992-03-0112:16:57
211,4,1989-10-1012:53:30
3746,35,2005-08-1300:26:48
4239,31,1994-12-2815:02:32
92,50,1985-05-2614:13:16
1758,44,1977-10-2613:47:40
4986,33,1972-10-2905:15:50
4247,15,1995-05-2806:12:49
625,15,1981-06-0101:54:05
1198,39,1995-10-0316:12:30
1226,9,2003-04-2914:53:26
2965,28,2016-06-2808:02:07
690,47,1996-02-2804:50:22
4146,43,2014-02-2005:30:10
758,4,1989-09-1907:35:07
1027,49,2010-09-1113:16:22
308,36,1993-03-0909:17:07
3074,20,1996-11-2302:57:31
3113,23,1985-03-2517:13:39
2075,45,1974-07-3005:42:55
4290,22,2002-12-2723:01:07
2113,33,1974-02-0103:05:15
3684,46,2010-11-2607:06:38
2053,38,1989-02-1502:37:00
2018,14,2007-08-1507:00:45
497,3,1997-11-0711:24:11
3927,30,1985-08-1612:35:52
2951,21,1992-06-3015:38:44
1598,45,2009-03-0513:36:53
1102,37,1994-01-0409:10:43
1662,46,2008-04-1120:37:38
3836,2,1992-12-0207:17:56
809,30,1984-12-1111:03:19
3702,18,2007-04-2818:28:47
4774,10,2001-09-2017:00:13
2775,37,2000-10-1006:20:44
2715,2,2010-11-0723:57:34
2990,13,1988-11-3011:29:30
1440,38,2004-03-0706:29:03
3101,21,1977-08-2115:24:48
4556,11,1977-08-2610:43:55
4304,20,1978-03-1622:03:10
