PTCA (Coronary Angioplasty)|37932
Pulmonic Heart Valve Replacement (Heart Valve Disease Treatment)|19969
Pulse Oximetry (Oximetry)|19779
Pump for Insulin (Insulin Pump For Diabetes Mellitus)|35034
Push Endoscopy|32168
PUVA Therapy (Photochemotherapy)|41875
Rachiocentesis (Lumbar Puncture)|4582
Radiation Therapy|31559
Radiation Therapy for Breast Cancer|32479
Radical Hysterectomy (Hysterectomy)|46405
Radiofrequency Ablation|14254
Radionuclide Stress Test (Coronary Artery Disease Screening Tests (CAD))|21960
Radiotherapy (Radiation Therapy)|25926
Rapid Strep Test|8781
Rays-X (X-Rays)|34591
RBC (Complete Blood Count)|25410
RDW (Complete Blood Count)|30514
Red Cell Count (Complete Blood Count)|41141
Red Cell Distribution Width (Complete Blood Count)|44799
Research Trials (Clinical Trials)|40005
Resection, Liver (Liver Resection)|44056
Resective Epilepsy Surgery (Pediatric Epilepsy Surgery)|24057
RF (Rheumatoid Factor)|4261
RFA Therapy of Liver (Radiofrequency Ablation)|38335
Rheumatoid Factor|13414
Root Canal|23642
RT PCR (PCR (Polymerase Chain Reaction))|26746
RU-486 Pill (Contraceptive Measures After Unprotected Sex)|19112
Rubbers (Condoms)|25598
Salpingo-Oophorectomy (Hysterectomy)|46176
Scan, Thyroid (Thyroid Scan)|42625
Sclerotherapy|11819
Screening Cancer (Cancer Detection)|43175
Screening For Colon Cancer (Colon Cancer Screening)|12554
Screening for Prostate Cancer (Prostate Cancer Screening)|20086
Screening Test, Quad Marker (Quad Marker Screen Test)|32954
Sed Rate (Sedimentation Rate)|8287
Sedimentation Rate|39772
Seizure First Aid (First Aid for Seizures)|25467
Seizure Surgery, Children (Pediatric Epilepsy Surgery)|17122
Seizure Test (EEG - Electroencephalogram)|8129
Self Breast Exam (Breast Self Exam)|16260
Self Exam (Breast Cancer Follow-Up Self-Exam)|34666
SEMG (Electromyogram)|24596
Sentinel Lymph Node Biopsy|26437
Septoplasty (Nasal Airway Surgery)|31355
SGOT Test (Liver Blood Tests)|17391
SGPT Test (Liver Blood Tests)|45802
Sigmoidoscopy (Flexible Sigmoidoscopy)|6941
Silicone Joint Replacement (Joint Replacement Surgery Of The Hand)|10679
Single Balloon Endoscopy (Balloon Endoscopy)|10873
Sinus Surgery|37922
Skin Biopsy|38249
Skin Test For Allergy|20594
Skin, Laser Resurfacing (Laser Resurfacing)|30153
Small Bowel Endoscopy (Balloon Endoscopy)|47328
Small Intestinal Endoscopy (Balloon Endoscopy)|17833
Small Intestine Resction (Bowel Diversion Surgery Ileostomy, Colostomy)|21275
Snoring Surgery (Somnoplasty)|14253
Sodium (Electrolytes)|39950
Somnoplasty|12002
Sonogram (Ultrasound)|8604
Spermicides (Barrier Methods of Birth Control)|2872
Spider Veins, Sclerotherapy (Sclerotherapy)|42581
Spinal Puncture (Lumbar Puncture)|45318
Spinal Tap (Lumbar Puncture)|5064
Stapled Hemorrhoidectomy|4762
Stem Cell Transplant (Peripheral Blood Stem Cell Transplant)|5890
Stents (Coronary Angioplasty)|7909
Sterilization, Hysteroscopic (Surgical Sterilization)|26839
Sterilization, Surgical (Surgical Sterilization)|22191
Steroid Injection, Epidural (Epidural Steroid Injection)|32412
Steroids to Treat Arthritis|48364
Stitches|38513
Stomach Bypass (Gastric Bypass Surgery)|32254
Stool Acidity Test|30392
Stool Blood Test (Fecal Occult Blood Tests)|12085
Stool Test, Acid (Stool Acidity Test)|22714
Strabismus Treatment, Botox (Botox Treatment)|35068
Strep Throat Infection Test (Rapid Strep Test)|25441
Streptococcus, Group A Test (Rapid Strep Test)|48284
Stress Tests For Heart Disease (Coronary Artery Disease Screening Tests (CAD))|21086
Stress Throat Test, Rapid (Rapid Strep Test)|19332
Study, Gastric Emptying (Gastric Emptying Study)|27498
Subpial Transection (Multiple Subpial Transection)|30579
Suction Assisted Lipoplasty (Lipoplasty (Ultrasonic Assisted))|27839
Sugar Test (Glucose Tolerance Test)|35583
Supracervical Hysterectomy (Hysterectomy)|11837
Surface Echo (Echocardiogram)|42365
Surface Electromyogram (Electromyogram)|14466
Surgery Breast Biopsy (Breast Biopsy)|10600
Surgery for GERD (Fundoplication)|27263
Surgery Questions|2708
Surgery, Bowel Resection (Bowel Diversion Surgery Ileostomy, Colostomy)|25206
Surgery, Gastric Banding (Lap Band Surgery (Gastric Banding))|25033
Surgery, Lap Band (Lap Band Surgery (Gastric Banding))|40090
Surgery, Sinus (Sinus Surgery)|11201
Surgery, Ulcerative Colitis (Ulcerative Colitis Surgery)|23512
Surgical Options for Epilepsy|16247
Surgical Sterilization|13605
Sutures (Stitches)|28190
Sweat Chloride Test|16339
Sweat Test (Sweat Chloride Test)|31037
Symptothermal Method of Birth Control (Natural Methods of Birth Control)|899
Taking Dental Medications|9399
Tattoo Removal|4787
Teeth and Gum Care|7187
Teeth Whitening|20504
Temporal Lobe Resection|14993
TENS (Transcutaneous Electrical Nerve Stimulation)|25279
Test for Lactose Intolerance (Lactose Tolerance Test)|20902
Test, Cholesterol (Cholesterol Test)|30681
Test, Esophageal pH (Esophageal pH Monitoring)|10007
Test, Ferritin (Ferritin Blood Test)|9195
Test, Gastroesophageal Reflux Disease (Esophageal pH Monitoring)|32511
Test, GERD (Esophageal pH Monitoring)|25896
Test, Homocysteine (Homocysteine)|36546
Test, HPV (Cervista HPV Test)|1960
Test, Pap (Pap Smear)|47763
Test, Quad Marker Screening (Quad Marker Screen Test)|11810
Test, Triglycerides (Triglyceride Test)|6660
Testosterone Therapy to Treat ED|33983
Tests During Third Trimester of Pregnancy (Third Trimester Tests During Pregnancy)|35834
Tests for Diabetes (Urine Tests for Diabetes)|40144
Tests, Pregnancy (Pregnancy Test)|36996
Tests, Prenatal (Pregnancy: Prenatal Care and Tests)|35908
The Minipill (Hormonal Methods of Birth Control)|32893
The Pill (Hormonal Methods of Birth Control)|37579
Thecal Puncture (Lumbar Puncture)|20160
Third Trimester Tests During Pregnancy|26778
Thyroid Blood Tests|32349
Thyroid Needle Biopsy (Fine-Needle Aspiration Biopsy of the Thyroid)|30988
Thyroid Peroxidase Autoantibody Test (Thyroid Peroxidase Test)|26636
Thyroid Peroxidase Test|5624
Thyroid Scan|43528
Tilt-table Test|21879
Tine Test (Tuberculosis Skin Test (PPD Skin Test))|20063
TIPS (Transjugular Intrahepatic Portosystemic Shunt)|26903
TNF (Biological Therapy)|32100
Toilet Substitutes for Incontinence (Urinary Incontinence Products for Men)|20132
Tommy John Surgery|32891
Tomography, Computerized Axial (CAT Scan)|6103
Tonometry|27104
Tonsillectomy|24412
Toothpastes (Choosing a Toothpaste)|11004
Total Abdominal Hysterectomy (Hysterectomy)|32943
Total Hip Replacement|42645
Total Knee Replacement|10457
Toxicology Autospy (Autopsy)|43851
TPO Test (Thyroid Peroxidase Test)|28696
TPOAb Test (Thyroid Peroxidase Test)|49459
Trach Tube (Endotracheal Intubation)|8242
Tracheostomy|3128
Transabdominal Ultrasound (Prenatal Ultrasound)|6733
Transcutaneous Electrical Nerve Stimulation|6890
Transection, Multiple Subpial (Multiple Subpial Transection)|38619
Transfusion, Blood (Blood Transfusion)|19825
Transjugular Intrahepatic Portosystemic Shunt|12368
Transmyocardial Laser Revascularization (TMR)|15939
Transplant, Heart (Heart Transplant)|33267
Transvaginal Ultrasound (Prenatal Ultrasound)|33356
Transvenous Liver Biopsy (Liver Biopsy)|37119
Treadmill Stress Test (Exercise Stress Test)|22898
Tricuspid Heart Valve Replacement (Heart Valve Disease Treatment)|10424
Trigger Point Injection|38570
Triglyceride Test|3641
Tubal Ligation (Surgical Sterilization)|13984
Tuberculosis Skin Test (PPD Skin Test)|18738
Tubes Tied (Surgical Sterilization)|43353
Tummy Tuck (Liposuction)|13043
Tummy Tuck ( Abdominoplasty)|19756
Tumor Necrosis Factor (Biological Therapy)|29550
Turbinectomy (Nasal Airway Surgery)|40843
Tympanoplasty Tubes (Ear Tubes)|41385
UA (Urinalysis)|28966
Ulcerative Colitis Surgery|31139
Ultrafast CT (Electron Beam Computerized Tomography)|29503
Ultrasonography (Ultrasound)|724
Ultrasound|20047
Ultrasound During Pregnancy (Prenatal Ultrasound)|48536
Ultrasound of the Heart (Echocardiogram)|30086
Underpads for Incontinence (Urinary Incontinence Products for Men)|15609
Upper Endoscopy (Endoscopy)|38400
Upper Gastrointestinal Endoscopy (Endoscopy)|34749
Upper GI Series|36483
Urea Breath Test|38175
Urinals for Incontinence (Urinary Incontinence Products for Men)|22052
Urinalysis|21243
Urinary Incontinence Products for Men|17056
Urine Tests for Diabetes|19476
Urine Tests for Diabetes (Urine Tests for Diabetes)|26000
Urodynamic Testing|8865
Uterine Ablation (Endometrial Ablation)|48856
Uterus Biopsy (Endometrial Biopsy)|2983
Vaccination, Flu (Flu Vaccination)|44879
Vaccination, Pneumococcal (Pneumococcal Vaccination)|31652
Vaccinations (Immunizations)|7189
Vacuum Assisted Breast Biopsy (Breast Biopsy)|44647
Vacuum Constriction Devices (Penis Prosthesis)|35496
Vaginal Birth after C-Section (C-Section (Cesarean Birth))|27716
Vaginal Douche (Douching)|43852
Vaginal Hysterectomy (Laparoscopically Assisted Vaginal Hysterectomy)|2231
Vagus Nerve Stimulation (VNS)|18603
Vagus Nerve Stimulator (Vagus Nerve Stimulation (VNS))|46224
Valve, Replacement Heart (Heart Valve Disease Treatment)|2419
Varicose Veins, Sclerotherapy (Sclerotherapy)|37778
Vasectomy|41667
VBAC (C-Section (Cesarean Birth))|6776
Ventilation Tube (Endotracheal Intubation)|16209
Virtual Colonoscopy|37147
WBC (Complete Blood Count)|49162
Weight Loss Surgery (Lap Band Surgery (Gastric Banding))|4133
White Blood Cell Differential Count (Complete Blood Count)|47749
White Blood Count (Complete Blood Count)|34502
Wireless Capsule Endoscopy (Capsule Endoscopy)|34317
Withdrawal Method of Birth Control (Natural Methods of Birth Control)|27985
Womb Biopsy (Endometrial Biopsy)|15880
Women's Wellness Exam (Pelvic Exam)|29360
Wound Closures (Stitches)|42764
